Rank,Country/Territory,Continent,Area (km²),Density (per km²),Growth Rate,Year,Population
88.0,Czech Rep.,Europe,78865,133.0627,0.9984,1970,9795744
115.0,Denmark,Europe,43094,136.4984,1.0048,1970,4922963
160.0,Djibouti,Africa,23200,48.3125,1.0138,1970,144379
204.0,Dominica,North America,751,96.8535,1.0045,1970,68895
84.0,Dominican Rep.,North America,48671,230.7087,1.01,1970,4475871
15.0,Dem. Rep. Congo,Africa,2344858,42.2244,1.0325,1970,20151733
67.0,Ecuador,South America,276841,65.0229,1.0114,1970,6172215
14.0,Egypt,Africa,1002450,110.7188,1.0158,1970,34781986
112.0,El Salvador,North America,21041,301.145,1.0035,1970,3619090
152.0,Eq. Guinea,Africa,28051,59.7094,1.0247,1970,316955
132.0,Eritrea,Africa,117600,31.3268,1.0176,1970,1272748
156.0,Estonia,Europe,45227,29.3201,0.998,1970,1361999
159.0,Swaziland,Africa,17364,69.2047,1.0079,1970,442865
12.0,Ethiopia,Africa,1104300,111.7268,1.0257,1970,28308246
231.0,Falkland Is.,South America,12173,0.3105,1.0043,1970,2274
209.0,Faroe Islands,Europe,1393,38.112,1.0038,1970,38416
162.0,Fiji,Oceania,18272,50.8847,1.0056,1970,527634
118.0,Finland,Europe,338424,16.3722,1.0009,1970,4606621
23.0,France,Europe,551695,117.1419,1.0015,1970,50523586
184.0,French Guiana,South America,83534,3.6459,1.0239,1970,46484
183.0,French Polynesia,Oceania,4167,73.5011,1.0074,1970,117891
146.0,Gabon,Africa,267668,8.9252,1.0204,1970,597192
142.0,Gambia,Africa,10689,253.1567,1.025,1970,528731
131.0,Georgia,Asia,69700,53.7214,0.9964,1970,4800426
19.0,Germany,Europe,357114,233.4544,0.9995,1970,78294583
47.0,Ghana,Africa,238533,140.3406,1.0196,1970,8861895
219.0,Gibraltar,Europe,6,5441.5,0.9994,1970,26685
90.0,Greece,Europe,131990,78.68,0.9942,1970,8544873
208.0,Greenland,North America,2166086,0.0261,1.004,1970,45434
193.0,Grenada,North America,344,364.6453,1.0066,1970,98794
178.0,Guadeloupe,North America,1628,243.0909,0.9992,1970,318310
191.0,Guam,Oceania,549,312.8852,1.0073,1970,88300
68.0,Guatemala,North America,108889,163.8725,1.0134,1970,5453208
207.0,Guernsey,Europe,78,811.5513,1.0037,1970,52656
75.0,Guinea,Africa,245857,56.3716,1.0242,1970,4222374
149.0,Guinea-Bissau,Africa,36125,58.2856,1.0218,1970,591663
164.0,Guyana,South America,214969,3.7621,1.0052,1970,705261
82.0,Haiti,North America,27750,417.4773,1.012,1970,4680812
89.0,Honduras,North America,112492,92.7431,1.015,1970,2782753
104.0,Hong Kong,Asia,1104,6783.3922,0.9992,1970,3955072
94.0,Hungary,Europe,93028,107.1431,1.0265,1970,10315366
179.0,Iceland,Europe,103000,3.6204,1.0069,1970,204468
2.0,India,Asia,3287590,431.0675,1.0068,1970,557501301
4.0,Indonesia,Asia,1904569,144.6529,1.0064,1970,115228394
17.0,Iran,Asia,1648195,53.7258,1.0071,1970,28449705
35.0,Iraq,Asia,438317,101.5158,1.0221,1970,9811347
125.0,Ireland,Europe,70273,71.4799,1.0073,1970,2937637
202.0,Isle of Man,Europe,572,147.7605,1.003,1970,55298
98.0,Israel,Asia,20770,435.1617,1.0155,1970,2907307
25.0,Italy,Europe,301336,195.9191,0.9966,1970,53324036
52.0,Côte d'Ivoire,Africa,322463,87.3295,1.0248,1970,5477086
139.0,Jamaica,North America,10991,257.2447,0.9999,1970,1859091
11.0,Japan,Asia,377930,327.9753,0.9947,1970,105416839
195.0,Jersey,Europe,116,954.9828,1.0106,1970,68347
83.0,Jordan,Asia,89342,126.3221,1.0123,1970,1557374
66.0,Kazakhstan,Asia,2724900,7.1188,1.0105,1970,12265305
27.0,Kenya,Africa,580367,93.0919,1.0193,1970,11473087
192.0,Kiribati,Oceania,811,161.815,1.0183,1970,57437
129.0,Kuwait,Asia,17818,239.5821,1.0044,1970,802786
110.0,Kyrgyzstan,Asia,199951,33.1612,1.0158,1970,3016384
103.0,Lao PDR,Asia,236800,31.7968,1.0141,1970,2675283
151.0,Latvia,Europe,64559,28.666,0.9876,1970,2397414
119.0,Lebanon,Asia,10452,525.2334,0.9816,1970,2381791
147.0,Lesotho,Africa,30355,75.962,1.0107,1970,1023481
121.0,Liberia,Africa,111369,47.6136,1.021,1970,1463563
107.0,Libya,Africa,1759540,3.8717,1.0114,1970,1909177
216.0,Liechtenstein,Europe,160,245.7937,1.0074,1970,21089
141.0,Lithuania,Europe,65300,42.1142,0.9869,1970,3210147
168.0,Luxembourg,Europe,2586,250.425,1.0129,1970,339342
167.0,Macau,Asia,30,23172.2667,1.0125,1970,247284
50.0,Madagascar,Africa,587041,50.4423,1.0241,1970,6639751
62.0,Malawi,Africa,118484,172.22,1.0259,1970,4625141
45.0,Malaysia,Asia,330803,102.5934,1.0109,1970,10306508
174.0,Maldives,Asia,300,1745.9567,1.0045,1970,123243
59.0,Mali,Africa,1240192,18.2178,1.0314,1970,6153587
173.0,Malta,Europe,316,1687.6139,1.0124,1970,315414
215.0,Marshall Islands,Oceania,181,229.663,0.9886,1970,23969
180.0,Martinique,North America,1128,325.8041,0.9965,1970,326428
126.0,Mauritania,Africa,1030700,4.5951,1.0263,1970,1122198
157.0,Mauritius,Africa,2040,636.9946,1.0004,1970,830115
182.0,Mayotte,Africa,374,871.9278,1.0319,1970,35383
10.0,Mexico,North America,1964375,64.9082,1.0063,1970,50289306
194.0,Micronesia,Oceania,702,162.6268,1.0091,1970,58989
135.0,Moldova,Europe,33846,96.7026,1.0691,1970,3711140
217.0,Monaco,Europe,2,18234.5,0.9941,1970,24270
134.0,Mongolia,Asia,1564110,2.1727,1.0151,1970,1293880
169.0,Montenegro,Europe,13812,45.4012,0.9988,1970,530268
230.0,Montserrat,North America,102,43.0392,0.9939,1970,11402
40.0,Morocco,Africa,446550,83.883,1.0103,1970,15274351
48.0,Mozambique,Africa,801590,41.1302,1.0278,1970,8411676
26.0,Myanmar,Asia,676578,80.0784,1.0071,1970,27284112
145.0,Namibia,Africa,825615,3.1092,1.0146,1970,754467
225.0,Nauru,Oceania,21,603.2381,1.0125,1970,6663
49.0,Nepal,Asia,147181,207.5511,1.0171,1970,12501285
71.0,Netherlands,Europe,41850,419.6897,1.0036,1970,13037686
185.0,New Caledonia,Oceania,18575,15.6097,1.0075,1970,110982
123.0,New Zealand,Oceania,270467,19.1716,1.0108,1970,2824061
106.0,Nicaragua,North America,130373,53.2962,1.0143,1970,2444767
54.0,Niger,Africa,1267000,20.6851,1.0378,1970,4669708
6.0,Nigeria,Africa,923768,236.5759,1.0241,1970,55569264
232.0,Niue,Oceania,260,7.4385,0.9985,1970,5185
56.0,Korea,Asia,120538,216.2755,1.0038,1970,14996879
150.0,Macedonia,Europe,25713,81.4218,0.9954,1970,1656783
210.0,Northern Mariana Islands,Oceania,464,106.7909,1.0014,1970,10143
120.0,Norway,Europe,323802,16.7828,1.0058,1970,3875546
127.0,Oman,Asia,309500,14.7861,1.0123,1970,670693
5.0,Pakistan,Asia,881912,267.4018,1.0191,1970,59290872
222.0,Palau,Oceania,459,39.3355,1.0017,1970,11366
122.0,Palestine,Asia,6220,844.063,1.0227,1970,1118241
128.0,Panama,North America,75417,58.4561,1.0132,1970,1516188
93.0,Papua New Guinea,Oceania,462840,21.9139,1.0194,1970,2489059
109.0,Paraguay,South America,406752,16.6705,1.0115,1970,2408787
44.0,Peru,South America,1285216,26.4933,1.0099,1970,13562371
13.0,Philippines,Asia,342353,337.5434,1.0147,1970,37435586
37.0,Poland,Europe,312679,127.4698,1.0404,1970,32482943
92.0,Portugal,Europe,92090,111.5307,0.9981,1970,8683631
136.0,Puerto Rico,North America,8870,366.675,0.9989,1970,2737619
143.0,Qatar,Asia,11586,232.6189,1.0026,1970,118007
114.0,Congo,Africa,342000,17.4574,1.0231,1970,1396989
161.0,Reunion,Africa,2511,387.914,1.0082,1970,473925
64.0,Romania,Europe,238391,82.4665,1.0171,1970,19922618
9.0,Russia,Europe,17098242,8.4636,0.9973,1970,130093010
76.0,Rwanda,Africa,26338,523.0731,1.0234,1970,3896367
228.0,Saint Barthelemy,North America,21,522.2381,1.0098,1970,2417
211.0,Saint Kitts and Nevis,North America,261,182.5939,1.0011,1970,44968
190.0,Saint Lucia,North America,616,291.9756,1.0011,1970,103090
220.0,Saint Martin,North America,53,599.8302,0.9951,1970,5802
229.0,Saint Pierre and Miquelon,North America,242,24.2231,0.9964,1970,5537
199.0,Saint Vincent and the Grenadines,North America,389,267.2185,0.9963,1970,98459
188.0,Samoa,Oceania,2842,78.2484,1.0165,1970,142771
218.0,San Marino,Europe,61,551.8033,0.9975,1970,18169
187.0,Sao Tome and Principe,Africa,964,235.8714,1.0192,1970,77583
41.0,Saudi Arabia,Asia,2149690,16.9368,1.0128,1970,6106191
72.0,Senegal,Africa,196722,88.025,1.0261,1970,4367744
105.0,Serbia,Europe,88361,81.7257,0.9897,1970,7193533
196.0,Seychelles,Africa,452,236.9867,1.0061,1970,54379
102.0,Sierra Leone,Africa,71740,119.957,1.022,1970,2778557
113.0,Singapore,Asia,710,8416.4634,1.0058,1970,2061831
214.0,Sint Maarten,North America,34,1299.2647,1.003,1970,6260
116.0,Slovakia,Europe,49037,115.0856,1.0359,1970,4522867
148.0,Slovenia,Europe,20273,104.5649,1.0002,1970,1741286
166.0,Solomon Is.,Oceania,28896,25.0648,1.0232,1970,172833
70.0,Somalia,Africa,637657,27.5971,1.0312,1970,3720977
24.0,South Africa,Africa,1221037,49.0517,1.0084,1970,22368306
29.0,Dem. Rep. Korea,Asia,100210,517.0722,0.9997,1970,32601143
86.0,S. Sudan,Africa,619745,17.6091,1.0153,1970,3342410
30.0,Spain,Europe,505992,93.9909,1.0015,1970,33792617
61.0,Sri Lanka,Asia,65610,332.7563,1.0027,1970,12388769
32.0,Sudan,Africa,1886068,24.8529,1.0267,1970,11305206
170.0,Suriname,South America,163820,3.7727,1.0082,1970,379918
87.0,Sweden,Europe,450295,23.4276,1.0079,1970,8027702
101.0,Switzerland,Europe,41284,211.7157,1.0056,1970,6181227
60.0,Syria,Asia,185180,119.4797,1.0376,1970,6319199
57.0,Taiwan,Asia,36193,660.1662,1.0014,1970,14957870
95.0,Tajikistan,Asia,143100,69.5513,1.0208,1970,2993019
22.0,Tanzania,Africa,945087,69.3034,1.03,1970,13618192
20.0,Thailand,Asia,513120,139.7276,1.0013,1970,35791728
155.0,Timor-Leste,Asia,14874,90.1772,1.0154,1970,554021
100.0,Togo,Africa,56785,155.8281,1.0236,1970,2197383
233.0,Tokelau,Oceania,12,155.9167,1.0119,1970,1714
197.0,Tonga,Oceania,747,143.0495,1.0079,1970,86484
153.0,Trinidad and Tobago,North America,5130,298.4491,1.0035,1970,988890
79.0,Tunisia,Africa,163610,75.5218,1.0076,1970,5047404
18.0,Turkey,Asia,783562,108.9145,1.0067,1970,35540990
111.0,Turkmenistan,Asia,488100,13.1751,1.014,1970,2201432
212.0,Turks and Caicos Islands,North America,948,48.2099,1.0131,1970,5665
227.0,Tuvalu,Oceania,26,435.0769,1.0096,1970,5814
31.0,Uganda,Africa,241550,195.61,1.0304,1970,10317212
38.0,Ukraine,Europe,603500,65.7858,0.912,1970,47279086
97.0,United Arab Emirates,Asia,83600,112.9322,1.0081,1970,298084
21.0,United Kingdom,Europe,242900,277.9289,1.0034,1970,55650166
3.0,United States,North America,9372610,36.0935,1.0038,1970,200328340
200.0,United States Virgin Islands,North America,347,286.6427,0.9937,1970,63446
133.0,Uruguay,South America,181034,18.9069,0.999,1970,2790265
43.0,Uzbekistan,Asia,447400,77.3975,1.016,1970,12011361
181.0,Vanuatu,Oceania,12189,26.8061,1.0238,1970,87019
234.0,Vatican City,Europe,1,510.0,0.998,1970,752
51.0,Venezuela,South America,916445,30.882,1.0036,1970,11355475
16.0,Vietnam,Asia,331212,296.4472,1.0074,1970,41928849
226.0,Wallis and Futuna,Oceania,142,81.493,0.9953,1970,9377
172.0,W. Sahara,Africa,266000,2.1654,1.0184,1970,76371
46.0,Yemen,Asia,527968,63.8232,1.0217,1970,6843607
63.0,Zambia,Africa,752612,26.5976,1.028,1970,4281671
74.0,Zimbabwe,Africa,390757,41.7665,1.0204,1970,5202918
,Fr. S. Antarctic Lands,Africa,390757,41.7665,1.0204,1970,5202918
,Antarctica,Africa,1400,1450.0,0.8,1970,1200
